notation	description	uri
ZA 71000	Anwendung der IT in den Agrarwissenschaften, allgemeine Grundlagen	https://th-wildau.de/rvk-short/ZA71000
ZA 74000	Datenmanagement, Informationsmanagement	https://th-wildau.de/rvk-short/ZA74000
ZA 75000	Datenbanken	https://th-wildau.de/rvk-short/ZA75000
ZA 76000	Programme/ Software	https://th-wildau.de/rvk-short/ZA76000
ZA 80000 - ZA 98500	Agrargeschichte und -geografie	https://th-wildau.de/rvk-short/ZA80000-ZA98500
ZA 80000 - ZA 87000	Agrargeschichte	https://th-wildau.de/rvk-short/ZA80000-ZA87000
ZA 90000 - ZA 98500	Agrargeografie	https://th-wildau.de/rvk-short/ZA90000-ZA98500
ZB 10000 - ZB 17000	Agrarwissenschaftliche Ausbildung	https://th-wildau.de/rvk-short/ZB10000-ZB17000
ZB 10000 - ZB 10099	Ausbildung allgemein	https://th-wildau.de/rvk-short/ZB10000-ZB10099
ZB 10300	Gesamtdarstellungen, Lehrbücher, Nachschlagewerke	https://th-wildau.de/rvk-short/ZB10300
ZB 10500	Schulunterricht	https://th-wildau.de/rvk-short/ZB10500
ZB 11000	Berufsausbildung	https://th-wildau.de/rvk-short/ZB11000
ZB 12000	Fachschulen	https://th-wildau.de/rvk-short/ZB12000
ZB 12500	Hochschulen	https://th-wildau.de/rvk-short/ZB12500
ZB 13000	Universitäten	https://th-wildau.de/rvk-short/ZB13000
ZB 14000	Fachdidaktik und Unterrichtsmethoden	https://th-wildau.de/rvk-short/ZB14000
ZB 15000	Berufsbilder	https://th-wildau.de/rvk-short/ZB15000
ZB 15500	Berufsbildungsforschung	https://th-wildau.de/rvk-short/ZB15500
ZB 15600	Arbeitsmarktforschung	https://th-wildau.de/rvk-short/ZB15600
ZB 17000	Berufliche Weiterbildung	https://th-wildau.de/rvk-short/ZB17000
ZB 20000 - ZB 29000	Agrarwissenschaftliche Forschung	https://th-wildau.de/rvk-short/ZB20000-ZB29000
ZB 20000 - ZB 20099	Allgemeines	https://th-wildau.de/rvk-short/ZB20000-ZB20099
ZB 20100 - ZB 20199	Kongresse, Symposien	https://th-wildau.de/rvk-short/ZB20100-ZB20199
ZB 20200	Serien, Schriftenreihen	https://th-wildau.de/rvk-short/ZB20200
ZB 20300	Gesamtdarstellungen, Lehrbücher, Nachschlagewerke	https://th-wildau.de/rvk-short/ZB20300
ZB 21000 - ZB 21099	Forschungseinrichtungen	https://th-wildau.de/rvk-short/ZB21000-ZB21099
ZB 27000 - ZB 27400	Forschungspolitik	https://th-wildau.de/rvk-short/ZB27000-ZB27400
ZB 28000	Ethik und Forschung in der Landwirtschaft	https://th-wildau.de/rvk-short/ZB28000
ZB 29000	Zukunftsforschung	https://th-wildau.de/rvk-short/ZB29000
ZB 30000 - ZB 49900	Agrarverwaltung und -recht	https://th-wildau.de/rvk-short/ZB30000-ZB49900
ZB 30000 - ZB 39000	Verwaltung und Organisation	https://th-wildau.de/rvk-short/ZB30000-ZB39000
ZB 40000 - ZB 49900	Agrarrecht	https://th-wildau.de/rvk-short/ZB40000-ZB49900
ZB 50000 - ZB 95999	Wirtschafts- und Sozialwissenschaften	https://th-wildau.de/rvk-short/ZB50000-ZB95999
ZB 50000 - ZB 50099	Allgemeines	https://th-wildau.de/rvk-short/ZB50000-ZB50099
ZB 50100 - ZB 50199	Kongresse, Symposien, Tagungen	https://th-wildau.de/rvk-short/ZB50100-ZB50199
ZB 50200	Serien,Schriftenreihen	https://th-wildau.de/rvk-short/ZB50200
ZB 50300	Gesamtdarstellungen,Lehrbücher, Nachschlagewerke	https://th-wildau.de/rvk-short/ZB50300
ZB 51000 - ZB 54900	Land- und Agrarsoziologie	https://th-wildau.de/rvk-short/ZB51000-ZB54900
ZB 55000 - ZB 95999	Agrarökonomie	https://th-wildau.de/rvk-short/ZB55000-ZB95999
ZC 10000 - ZC 39000	Allgemeiner Pflanzenbau	https://th-wildau.de/rvk-short/ZC10000-ZC39000
ZC 10000 - ZC 10099	Allgemeines	https://th-wildau.de/rvk-short/ZC10000-ZC10099
ZC 10100 - ZC 10199	Kongresse, Symposien, Tagungen	https://th-wildau.de/rvk-short/ZC10100-ZC10199
ZC 10200	Serien, Schriftenreihen	https://th-wildau.de/rvk-short/ZC10200
ZC 10300	Gesamtdarstellungen, Lehrbücher, Nachschlagewerke	https://th-wildau.de/rvk-short/ZC10300
ZC 10700	Grundlagen des Pflanzenbaus	https://th-wildau.de/rvk-short/ZC10700
ZC 11000 - ZC 11800	Agrarmeteorologie, Klimatologie	https://th-wildau.de/rvk-short/ZC11000-ZC11800
ZC 12000 - ZC 16700	Bodenkunde	https://th-wildau.de/rvk-short/ZC12000-ZC16700
ZC 17000 - ZC 19540	Pflanzenernährung und Düngung	https://th-wildau.de/rvk-short/ZC17000-ZC19540
ZC 20000 - ZC 22600	Pflanzenbau	https://th-wildau.de/rvk-short/ZC20000-ZC22600
ZC 23000 - ZC 24800	Pflanzenzüchtung	https://th-wildau.de/rvk-short/ZC23000-ZC24800
ZC 25000 - ZC 27900	Pflanzenschäden; Pflanzenkrankheiten	https://th-wildau.de/rvk-short/ZC25000-ZC27900
ZC 28000 - ZC 29700	Pflanzenschutz	https://th-wildau.de/rvk-short/ZC28000-ZC29700
ZC 30000 - ZC 39000	Spezieller Pflanzenbau	https://th-wildau.de/rvk-short/ZC30000-ZC39000
ZC 50000 - ZC 69900	Garten-, Obst- und Weinbau	https://th-wildau.de/rvk-short/ZC50000-ZC69900
ZC 50000 - ZC 53900	Gartenbau	https://th-wildau.de/rvk-short/ZC50000-ZC53900
ZC 54000 - ZC 57000	Obstbau	https://th-wildau.de/rvk-short/ZC54000-ZC57000
ZC 58000 - ZC 58800	Weinbau	https://th-wildau.de/rvk-short/ZC58000-ZC58800
ZC 60000 - ZC 63000	Gemüsebau	https://th-wildau.de/rvk-short/ZC60000-ZC63000
ZC 65000 - ZC 68900	Zierpflanzenbau	https://th-wildau.de/rvk-short/ZC65000-ZC68900
ZC 69000 - ZC 69900	Baumschulwesen	https://th-wildau.de/rvk-short/ZC69000-ZC69900
ZC 70000 - ZC 88699	Forstwesen	https://th-wildau.de/rvk-short/ZC70000-ZC88699
ZC 70000	Forstwesen - Allgemeines	https://th-wildau.de/rvk-short/ZC70000
ZC 70050	Forstliche Bibliografien	https://th-wildau.de/rvk-short/ZC70050
ZC 70070	Biografien bedeutender Persönlichkeiten	https://th-wildau.de/rvk-short/ZC70070
ZC 70080	Festschriften für Institutionen	https://th-wildau.de/rvk-short/ZC70080
ZC 71000	Kongresse, Kongressberichte, Symposien	https://th-wildau.de/rvk-short/ZC71000
ZC 71100	Serien/Schriftenreihen	https://th-wildau.de/rvk-short/ZC71100
ZC 71200	Gesamtdarstellungen, Lehrbücher, Nachschlagewerke	https://th-wildau.de/rvk-short/ZC71200
ZC 71210	Fachwörterbücher einsprachig	https://th-wildau.de/rvk-short/ZC71210
ZC 71220	Fachwörterbücher mehrsprachig	https://th-wildau.de/rvk-short/ZC71220
ZC 71230	Adressbücher, Verzeichnisse	https://th-wildau.de/rvk-short/ZC71230
ZC 72000	Natürliche Grundlagen, Standort	https://th-wildau.de/rvk-short/ZC72000
ZC 72200 - ZC 72260	Forstmeteorologie, Klimatologie	https://th-wildau.de/rvk-short/ZC72200-ZC72260
ZC 72400	Forstliche Bodenkunde	https://th-wildau.de/rvk-short/ZC72400
ZC 72420	Forstliche Standorterkundung	https://th-wildau.de/rvk-short/ZC72420
ZC 72440	Forstliche Standortkartierung	https://th-wildau.de/rvk-short/ZC72440
ZC 72460	Forstliche Düngungsversuche	https://th-wildau.de/rvk-short/ZC72460
ZC 72800 - ZC 72950	Forstökologie	https://th-wildau.de/rvk-short/ZC72800-ZC72950
ZC 73000 - ZC 73099	Forstgeografie	https://th-wildau.de/rvk-short/ZC73000-ZC73099
ZC 73200	Vegetations- und Waldgeschichte	https://th-wildau.de/rvk-short/ZC73200
ZC 73250	Potentiell natürliche Vegetation/Bewaldung	https://th-wildau.de/rvk-short/ZC73250
ZC 73300	Biodiversität	https://th-wildau.de/rvk-short/ZC73300
ZC 73400	Forstreserven, Urwälder	https://th-wildau.de/rvk-short/ZC73400
ZC 73500 - ZC 73599	Forstwirtschaft einzelner Länder/Gebiete	https://th-wildau.de/rvk-short/ZC73500-ZC73599
ZC 73800 - ZC 73950	Tropische Forstwirtschaft	https://th-wildau.de/rvk-short/ZC73800-ZC73950
ZC 74000 - ZC 74180	Waldbau	https://th-wildau.de/rvk-short/ZC74000-ZC74180
ZC 74190 - ZC 74194	Schutzwälder	https://th-wildau.de/rvk-short/ZC74190-ZC74194
ZC 74200 - ZC 74315	Forstbotanik	https://th-wildau.de/rvk-short/ZC74200-ZC74315
ZC 74320 - ZC 74350	Holz und Rinde - Grundlagen	https://th-wildau.de/rvk-short/ZC74320-ZC74350
ZC 74400 - ZC 74499	Baumkunde, Holzarten, Dendrologie	https://th-wildau.de/rvk-short/ZC74400-ZC74499
ZC 75400	Bodenkultur	https://th-wildau.de/rvk-short/ZC75400
ZC 75600	Forstliche Versuchsanstalten und -stationen	https://th-wildau.de/rvk-short/ZC75600
ZC 75620	Forstliches Versuchswesen	https://th-wildau.de/rvk-short/ZC75620
ZC 76000	Verbindung von Forst- und Landwirtschaft	https://th-wildau.de/rvk-short/ZC76000
ZC 76200	Waldparzelle	https://th-wildau.de/rvk-short/ZC76200
ZC 76400	Waldweide, -streu	https://th-wildau.de/rvk-short/ZC76400
ZC 76600	Windschutzstreifen	https://th-wildau.de/rvk-short/ZC76600
ZC 76800 - ZC 76810	Holzernte/Holzeinschlag	https://th-wildau.de/rvk-short/ZC76800-ZC76810
ZC 77200 - ZC 77400	Rohholz	https://th-wildau.de/rvk-short/ZC77200-ZC77400
ZC 77800 - ZC 77860	Forsttechnik	https://th-wildau.de/rvk-short/ZC77800-ZC77860
ZC 78000	Forstschutz, Phytopathologie	https://th-wildau.de/rvk-short/ZC78000
ZC 78200 - ZC 78250	Natürliche schädigende Einflüsse	https://th-wildau.de/rvk-short/ZC78200-ZC78250
ZC 78400 - ZC 78440	Waldbrand/Feuer	https://th-wildau.de/rvk-short/ZC78400-ZC78440
ZC 78600 - ZC 78660	Anthropogene schädigende Einflüsse	https://th-wildau.de/rvk-short/ZC78600-ZC78660
ZC 78800 - ZC 79040	Forstschädlinge	https://th-wildau.de/rvk-short/ZC78800-ZC79040
ZC 79100	Komplexe Ursachen von Forstschäden	https://th-wildau.de/rvk-short/ZC79100
ZC 79400	Sonstige Baumkrankheiten	https://th-wildau.de/rvk-short/ZC79400
ZC 79500 - ZC 79580	Forstschutzmaßnahmen	https://th-wildau.de/rvk-short/ZC79500-ZC79580
ZC 80200	Geodäsie	https://th-wildau.de/rvk-short/ZC80200
ZC 80400	Kartierung (außer Standortskartierung)	https://th-wildau.de/rvk-short/ZC80400
ZC 80600 - ZC 80660	Bauwesen	https://th-wildau.de/rvk-short/ZC80600-ZC80660
ZC 81000 - ZC 81715	Forstnutzung, Holzprodukte, Forstverwertung	https://th-wildau.de/rvk-short/ZC81000-ZC81715
ZC 81800 - ZC 81825	Holzschutz (am gelagerten/verbauten Holz)	https://th-wildau.de/rvk-short/ZC81800-ZC81825
ZC 82000 - ZC 83200	Forstliche Nebenerzeugnisse	https://th-wildau.de/rvk-short/ZC82000-ZC83200
ZC 84000 - ZC 84250	Forsteinrichtung	https://th-wildau.de/rvk-short/ZC84000-ZC84250
ZC 84800 - ZC 84900	Waldbewertung	https://th-wildau.de/rvk-short/ZC84800-ZC84900
ZC 85000 - ZC 85500	Forstökonomie	https://th-wildau.de/rvk-short/ZC85000-ZC85500
ZC 85600 - ZC 85760	Forstpolitik einzelner Länder/Gebiete	https://th-wildau.de/rvk-short/ZC85600-ZC85760
ZC 85790 - ZC 85900	Forstgeschichte	https://th-wildau.de/rvk-short/ZC85790-ZC85900
ZC 86200	Forstbesitz	https://th-wildau.de/rvk-short/ZC86200
ZC 86400	Forstrecht	https://th-wildau.de/rvk-short/ZC86400
ZC 86500	Versicherungswesen	https://th-wildau.de/rvk-short/ZC86500
ZC 86800 - ZC 87100	Produkte, Preise, Handel	https://th-wildau.de/rvk-short/ZC86800-ZC87100
ZC 87200	Zoll	https://th-wildau.de/rvk-short/ZC87200
ZC 87400 - ZC 87480	Forstverwaltung	https://th-wildau.de/rvk-short/ZC87400-ZC87480
ZC 87600	Finanzwirtschaft	https://th-wildau.de/rvk-short/ZC87600
ZC 87800 - ZC 87899	Statistik/Berichte / Forstberichte/Waldschadensberichte	https://th-wildau.de/rvk-short/ZC87800-ZC87899
ZC 88000 - ZC 88020	Holzmesskunde	https://th-wildau.de/rvk-short/ZC88000-ZC88020
ZC 88100 - ZC 88145	Waldwachstumskunde	https://th-wildau.de/rvk-short/ZC88100-ZC88145
ZC 88160	Jahrringuntersuchungen	https://th-wildau.de/rvk-short/ZC88160
ZC 88162	Dendrochronologie	https://th-wildau.de/rvk-short/ZC88162
ZC 88170 - ZC 88180	Biometrie	https://th-wildau.de/rvk-short/ZC88170-ZC88180
ZC 88190 - ZC 88199	Forstliche Modelle	https://th-wildau.de/rvk-short/ZC88190-ZC88199
ZC 88210	Landeskulturelle Leistungen des Waldes	https://th-wildau.de/rvk-short/ZC88210
ZC 88220	Wald und Naturschutz	https://th-wildau.de/rvk-short/ZC88220
ZC 88230	Wald und Erholung (Tourismus)	https://th-wildau.de/rvk-short/ZC88230
ZC 88240	Wald in der Kunst (Bildbände etc.)	https://th-wildau.de/rvk-short/ZC88240
ZC 88245	Walderzählungen / Populärwissenschaftliche Literatur	https://th-wildau.de/rvk-short/ZC88245
ZC 88250 - ZC 88275	Aus- und Weiterbildung	https://th-wildau.de/rvk-short/ZC88250-ZC88275
ZC 88278	Forstvereine	https://th-wildau.de/rvk-short/ZC88278
ZC 88279	Andere forstliche Gremien (Bund der Forstleute, Waldbesitzerverband)	https://th-wildau.de/rvk-short/ZC88279
ZC 88280	Berufsbilder	https://th-wildau.de/rvk-short/ZC88280
ZC 88290	Arbeitsmarkt	https://th-wildau.de/rvk-short/ZC88290
ZC 88500 - ZC 88510	Verflechtung mit anderen Fachdisziplinen	https://th-wildau.de/rvk-short/ZC88500-ZC88510
ZC 88600 - ZC 88699	Forstliche Forschungs- und Förderprogramme	https://th-wildau.de/rvk-short/ZC88600-ZC88699
ZC 90000 - ZC 93940	Jagd	https://th-wildau.de/rvk-short/ZC90000-ZC93940
ZC 90000	Jagdwesen - Allgemeines	https://th-wildau.de/rvk-short/ZC90000
ZC 90010	Bibliografien des Jagdwesens	https://th-wildau.de/rvk-short/ZC90010
ZC 90020	Biografien bedeutender Persönlichkeiten	https://th-wildau.de/rvk-short/ZC90020
ZC 90030	Festschriften für Institutionen	https://th-wildau.de/rvk-short/ZC90030
ZC 90900	Kongresse, Kongressberichte, Symposien	https://th-wildau.de/rvk-short/ZC90900
ZC 90910	Gesamtdarstellungen, Nachschlagewerke	https://th-wildau.de/rvk-short/ZC90910
ZC 90920	Adressbücher, Verzeichnisse	https://th-wildau.de/rvk-short/ZC90920
ZC 91000	Jagd, Hege	https://th-wildau.de/rvk-short/ZC91000
ZC 91100 - ZC 91160	Jagdarten	https://th-wildau.de/rvk-short/ZC91100-ZC91160
ZC 91200	Jagdgeschichte	https://th-wildau.de/rvk-short/ZC91200
ZC 91230	Jagdgebiete	https://th-wildau.de/rvk-short/ZC91230
ZC 91260	Jagderzählungen/Bildbände	https://th-wildau.de/rvk-short/ZC91260
ZC 91300	Ausbildung/Jägerprüfung	https://th-wildau.de/rvk-short/ZC91300
ZC 91305	Jagdliches Schießen	https://th-wildau.de/rvk-short/ZC91305
ZC 91350	Jagdverbände und Organisationen	https://th-wildau.de/rvk-short/ZC91350
ZC 91400	Jäger, Jägerleben	https://th-wildau.de/rvk-short/ZC91400
ZC 91500	Jagdliches Brauchtum	https://th-wildau.de/rvk-short/ZC91500
ZC 91530	Weidmannssprache	https://th-wildau.de/rvk-short/ZC91530
ZC 91560	Jagdsignale	https://th-wildau.de/rvk-short/ZC91560
ZC 91600 - ZC 91660	Jagdhunde - ihre Haltung, Ausbildung und Verwendung	https://th-wildau.de/rvk-short/ZC91600-ZC91660
ZC 91800 - ZC 91870	Ausrüstung	https://th-wildau.de/rvk-short/ZC91800-ZC91870
ZC 91900	Jagdliche Einrichtungen	https://th-wildau.de/rvk-short/ZC91900
ZC 92200 - ZC 92500	Wild, Wildkunde und Bejagung	https://th-wildau.de/rvk-short/ZC92200-ZC92500
ZC 92550	Genetik jagdbarer Tiere	https://th-wildau.de/rvk-short/ZC92550
ZC 92600	Lebensbedingungen des Wildes	https://th-wildau.de/rvk-short/ZC92600
ZC 92650	Bestandsermittlung, Wildzählung	https://th-wildau.de/rvk-short/ZC92650
ZC 92700	Wildschäden in Land- und Forstwirtschaft	https://th-wildau.de/rvk-short/ZC92700
ZC 93000	Wildkrankheiten	https://th-wildau.de/rvk-short/ZC93000
ZC 93400	Wildtiere in Gefangenschaft/Wildgehege	https://th-wildau.de/rvk-short/ZC93400
ZC 93800 - ZC 93860	Behandlung erlegter Tiere	https://th-wildau.de/rvk-short/ZC93800-ZC93860
ZC 93900	Jagdrecht	https://th-wildau.de/rvk-short/ZC93900
ZC 93920	Jagd und Ethik	https://th-wildau.de/rvk-short/ZC93920
ZC 93940	Jagd und Naturschutz	https://th-wildau.de/rvk-short/ZC93940
ZD 10000 - ZD 49000	Nutztierwissenschaften	https://th-wildau.de/rvk-short/ZD10000-ZD49000
ZD 10000 - ZD 10099	Allgemeines	https://th-wildau.de/rvk-short/ZD10000-ZD10099
ZD 10100 - ZD 10199	Kongresse, Symposien, Tagungen	https://th-wildau.de/rvk-short/ZD10100-ZD10199
ZD 10200	Serien, Schriftenreihen	https://th-wildau.de/rvk-short/ZD10200
ZD 10300	Gesamtdarstellungen, Lehrbücher, Nachschlagewerke	https://th-wildau.de/rvk-short/ZD10300
ZD 11000 - ZD 13900	Tierzucht	https://th-wildau.de/rvk-short/ZD11000-ZD13900
ZD 14000	Tierbeurteilung und Leistungsermittlung	https://th-wildau.de/rvk-short/ZD14000
ZD 14100	Exterieur. Morphologische Eigenschaften	https://th-wildau.de/rvk-short/ZD14100
ZD 14200	Physiologische Eigenschaften	https://th-wildau.de/rvk-short/ZD14200
ZD 14300 - ZD 14900	Leistungsmerkmale	https://th-wildau.de/rvk-short/ZD14300-ZD14900
ZD 15000 - ZD 15300	Tierschutz	https://th-wildau.de/rvk-short/ZD15000-ZD15300
ZD 15500	Nutztierökologie	https://th-wildau.de/rvk-short/ZD15500
ZD 16000 - ZD 16900	Tierhaltung	https://th-wildau.de/rvk-short/ZD16000-ZD16900
ZD 20000 - ZD 24600	Tierernährung und Futtermittelkunde	https://th-wildau.de/rvk-short/ZD20000-ZD24600
ZD 25000 - ZD 25500	Handel und Nutzung der Haustiere	https://th-wildau.de/rvk-short/ZD25000-ZD25500
ZD 26000	Tierhygiene	https://th-wildau.de/rvk-short/ZD26000
ZD 26050	Huf- und Klauenpflege	https://th-wildau.de/rvk-short/ZD26050
ZD 26100	Öffentliche Gesundheitspflege/ Quarantäne	https://th-wildau.de/rvk-short/ZD26100
ZD 26200	Tierverhalten/ Tierpsychologie	https://th-wildau.de/rvk-short/ZD26200
ZD 26300	Tiertransport	https://th-wildau.de/rvk-short/ZD26300
ZD 26400	Tierkadaverbeseitigung	https://th-wildau.de/rvk-short/ZD26400
ZD 27000 - ZD 27390	Tierheilkunde	https://th-wildau.de/rvk-short/ZD27000-ZD27390
ZD 28000	Versuchstierhaltung	https://th-wildau.de/rvk-short/ZD28000
ZD 30000 - ZD 37900	Nutztiere	https://th-wildau.de/rvk-short/ZD30000-ZD37900
ZD 38000 - ZD 43500	Fischereiwesen und Gewässerbewirtschaftung	https://th-wildau.de/rvk-short/ZD38000-ZD43500
ZD 44000 - ZD 45900	Imkerei und Insektenzucht	https://th-wildau.de/rvk-short/ZD44000-ZD45900
ZD 49000	Sonstige landwirtschaftliche Nutztiere	https://th-wildau.de/rvk-short/ZD49000
ZD 50000 - ZD 59000	Landbautechnik	https://th-wildau.de/rvk-short/ZD50000-ZD59000
ZD 50000 - ZD 50099	Allgemeines	https://th-wildau.de/rvk-short/ZD50000-ZD50099
ZD 50100 - ZD 50199	Kongresse,Tagungen, Symposien	https://th-wildau.de/rvk-short/ZD50100-ZD50199
ZD 50200	Serien, Schriftenreihen	https://th-wildau.de/rvk-short/ZD50200
ZD 50300	Gesamtdarstellungen, Lehrbücher, Nachschlagewerke	https://th-wildau.de/rvk-short/ZD50300
ZD 51000 - ZD 51099	Landwirtschaftliches Bauwesen	https://th-wildau.de/rvk-short/ZD51000-ZD51099
ZD 52000 - ZD 52099	Bautechnik	https://th-wildau.de/rvk-short/ZD52000-ZD52099
ZD 53000 - ZD 53099	Wohnbauten,  Bauernhof	https://th-wildau.de/rvk-short/ZD53000-ZD53099
ZD 54000 - ZD 54099	Heizung,  Lüftung	https://th-wildau.de/rvk-short/ZD54000-ZD54099
ZD 55000 - ZD 55099	Stallbauten, Stalleinrichtungen	https://th-wildau.de/rvk-short/ZD55000-ZD55099
ZD 56000 - ZD 56099	Gewächshäuser	https://th-wildau.de/rvk-short/ZD56000-ZD56099
ZD 57000 - ZD 57099	Gebäude für Nebengewerbe	https://th-wildau.de/rvk-short/ZD57000-ZD57099
ZD 58000 - ZD 58099	Lagerhallen und -gebäude	https://th-wildau.de/rvk-short/ZD58000-ZD58099
ZD 59000	Sonstiges	https://th-wildau.de/rvk-short/ZD59000
ZD 60000 - ZD 69900	Kulturtechnik	https://th-wildau.de/rvk-short/ZD60000-ZD69900
ZD 60000 - ZD 60099	Allgemeines	https://th-wildau.de/rvk-short/ZD60000-ZD60099
ZD 60100 - ZD 60199	Kongresse, Symposien, Tagungen	https://th-wildau.de/rvk-short/ZD60100-ZD60199
ZD 60200	Serien, Schriftenreihen	https://th-wildau.de/rvk-short/ZD60200
ZD 60300	Gesamtdarstellungen, Lehrbücher, Nachschlagewerke	https://th-wildau.de/rvk-short/ZD60300
ZD 61000 - ZD 61099	Urbarmachung, Kultivierung	https://th-wildau.de/rvk-short/ZD61000-ZD61099
ZD 61100 - ZD 61199	Rekultivierung, Renaturierung, Rehabilitierung von Standorten	https://th-wildau.de/rvk-short/ZD61100-ZD61199
ZD 61500 - ZD 61599	Ingenieurbiologische Bauweisen	https://th-wildau.de/rvk-short/ZD61500-ZD61599
ZD 62000 - ZD 62099	Landwirtschaftlicher Wegebau, Erdbau, Flurbereinigung	https://th-wildau.de/rvk-short/ZD62000-ZD62099
ZD 63000 - ZD 63099	Spezialkulturen	https://th-wildau.de/rvk-short/ZD63000-ZD63099
ZD 64000 - ZD 68099	Wasserwirtschaft	https://th-wildau.de/rvk-short/ZD64000-ZD68099
ZD 69000	Geodäsie, Vermessungswesen	https://th-wildau.de/rvk-short/ZD69000
ZD 69100	Fernerkundung	https://th-wildau.de/rvk-short/ZD69100
ZD 69200	Precision Agriculture	https://th-wildau.de/rvk-short/ZD69200
ZD 69900	Sonstiges	https://th-wildau.de/rvk-short/ZD69900
ZD 70000 - ZD 80000	Landwirtschaftliche Maschinen, Landtechnik	https://th-wildau.de/rvk-short/ZD70000-ZD80000
ZD 70000 - ZD 70099	Allgemeines	https://th-wildau.de/rvk-short/ZD70000-ZD70099
ZD 70100 - ZD 70199	Kongresse, Symposien, Tagungen	https://th-wildau.de/rvk-short/ZD70100-ZD70199
ZD 70200	Serien, Schriftenreihen	https://th-wildau.de/rvk-short/ZD70200
ZD 70300	Gesamtdarstellungen, Lehrbücher, Nachschlagewerke	https://th-wildau.de/rvk-short/ZD70300
ZD 71000 - ZD 71099	Geschichte der Landtechnik	https://th-wildau.de/rvk-short/ZD71000-ZD71099
ZD 72000 - ZD 72800	Maschinenkunde	https://th-wildau.de/rvk-short/ZD72000-ZD72800
ZD 73000 - ZD 73200	Energieversorgung in Landwirtschaft und Gartenbau	https://th-wildau.de/rvk-short/ZD73000-ZD73200
ZD 74000 - ZD 74900	Technik in der Pflanzenproduktion	https://th-wildau.de/rvk-short/ZD74000-ZD74900
ZD 75100	Teichbau, Teichbelüftung	https://th-wildau.de/rvk-short/ZD75100
ZD 75500	Spezielle Geräte in den Tropen und Subtropen	https://th-wildau.de/rvk-short/ZD75500
ZD 76000 - ZD 76900	Technik in der Tierproduktion	https://th-wildau.de/rvk-short/ZD76000-ZD76900
ZD 77000	Transport- und Fördermittel	https://th-wildau.de/rvk-short/ZD77000
ZD 78000	Trocknungsanlagen	https://th-wildau.de/rvk-short/ZD78000
ZD 80000	Agrarflug	https://th-wildau.de/rvk-short/ZD80000
ZE 10000 - ZE 39000	Agrarprodukte und Agrarrohstoffe	https://th-wildau.de/rvk-short/ZE10000-ZE39000
ZE 10000 - ZE 10099	Allgemeines	https://th-wildau.de/rvk-short/ZE10000-ZE10099
ZE 10100 - ZE 10199	Kongresse, Symposien, Tagungen	https://th-wildau.de/rvk-short/ZE10100-ZE10199
ZE 10200	Serien, Schriftenreihen	https://th-wildau.de/rvk-short/ZE10200
ZE 10500 - ZE 22500	Pflanzliche Produkte	https://th-wildau.de/rvk-short/ZE10500-ZE22500
ZE 23000 - ZE 28900	Tierische Produkte	https://th-wildau.de/rvk-short/ZE23000-ZE28900
ZE 29000 - ZE 29900	Genussmittel, Genussmittelindustrie	https://th-wildau.de/rvk-short/ZE29000-ZE29900
ZE 30000 - ZE 32600	Textil- und Bekleidungsindustrien	https://th-wildau.de/rvk-short/ZE30000-ZE32600
ZE 34000 - ZE 39000	Industrielle Verwertung landwirtschaftlicher Rohstoffe	https://th-wildau.de/rvk-short/ZE34000-ZE39000
ZE 40000 - ZE 68099	Ernährungswissenschaft	https://th-wildau.de/rvk-short/ZE40000-ZE68099
ZE 40000 - ZE 40099	Allgemeines	https://th-wildau.de/rvk-short/ZE40000-ZE40099
ZE 40100 - ZE 40199	Kongresse, Symposien, Tagungen	https://th-wildau.de/rvk-short/ZE40100-ZE40199
ZE 40200	Serien, Schriftenreihen	https://th-wildau.de/rvk-short/ZE40200
ZE 40300	Geschichte der Ernährung	https://th-wildau.de/rvk-short/ZE40300
ZE 40400	Veröffentlichungen von Gesellschaften und Vereinen	https://th-wildau.de/rvk-short/ZE40400
ZE 40500 - ZE 40599	Forschung	https://th-wildau.de/rvk-short/ZE40500-ZE40599
ZE 40600 - ZE 40699	Ausbildung, Studium	https://th-wildau.de/rvk-short/ZE40600-ZE40699
ZE 40700	Nachschlagewerke	https://th-wildau.de/rvk-short/ZE40700
ZE 40800	Gesamtdarstellungen, Lehrbücher	https://th-wildau.de/rvk-short/ZE40800
ZE 41000 - ZE 41300	Ernährungsphysiologie	https://th-wildau.de/rvk-short/ZE41000-ZE41300
ZE 42000 - ZE 42900	Diätetik	https://th-wildau.de/rvk-short/ZE42000-ZE42900
ZE 43000 - ZE 43099	Ernährungsweise, Ernährungsgewohnheiten und -sitten (regionale Ausprägung)	https://th-wildau.de/rvk-short/ZE43000-ZE43099
ZE 43100 - ZE 43900	Ernährung bestimmter Gruppen	https://th-wildau.de/rvk-short/ZE43100-ZE43900
ZE 44000 - ZE 44430	Bestandteile der Nahrung	https://th-wildau.de/rvk-short/ZE44000-ZE44430
ZE 45000 - ZE 45100	Ernährungserhebungen	https://th-wildau.de/rvk-short/ZE45000-ZE45100
ZE 45200	Ernährungspsychologie	https://th-wildau.de/rvk-short/ZE45200
ZE 45300	Umgang mit Verbraucherinformationen	https://th-wildau.de/rvk-short/ZE45300
ZE 45400	Ernährungssoziologie	https://th-wildau.de/rvk-short/ZE45400
ZE 45500	Ernährungsberatung	https://th-wildau.de/rvk-short/ZE45500
ZE 45600	Ernährungserziehung	https://th-wildau.de/rvk-short/ZE45600
